label_id	clusters	morphologyColourScheme
3294.0	7	255-98-132-2
3992.0	5	255-181-131-84
3644.0	5	255-181-131-84
3310.0	8	255-222-69-200
3831.0	1	255-147-172-58
3848.0	5	255-181-131-84
3849.0	5	255-181-131-84
3482.0	7	255-98-132-2
3134.0	2	255-7-197-226
3652.0	5	255-181-131-84
3645.0	5	255-181-131-84
3646.0	5	255-181-131-84
3994.0	2	255-7-197-226
3850.0	5	255-181-131-84
3851.0	10	255-114-16-255
3647.0	5	255-181-131-84
3484.0	8	255-222-69-200
3836.0	1	255-147-172-58
3126.0	7	255-98-132-2
3308.0	8	255-222-69-200
924.0	9	255-0-76-255
3837.0	1	255-147-172-58
3997.0	10	255-114-16-255
3475.0	2	255-7-197-226
3998.0	5	255-181-131-84
3999.0	2	255-7-197-226
4506.0	2	255-7-197-226
4000.0	5	255-181-131-84
3300.0	5	255-181-131-84
3841.0	7	255-98-132-2
4019.0	5	255-181-131-84
2460.0	9	255-0-76-255
3313.0	7	255-98-132-2
4186.0	5	255-181-131-84
4524.0	5	255-181-131-84
4188.0	10	255-114-16-255
4012.0	5	255-181-131-84
4189.0	5	255-181-131-84
4013.0	3	255-98-0-122
4357.0	7	255-98-132-2
3678.0	8	255-222-69-200
4031.0	10	255-114-16-255
4014.0	5	255-181-131-84
4362.0	5	255-181-131-84
4015.0	5	255-181-131-84
3666.0	3	255-98-0-122
4380.0	7	255-98-132-2
3512.0	7	255-98-132-2
4036.0	8	255-222-69-200
4192.0	8	255-222-69-200
3320.0	9	255-0-76-255
4193.0	7	255-98-132-2
4017.0	5	255-181-131-84
3881.0	6	255-209-164-255
3863.0	9	255-0-76-255
4194.0	7	255-98-132-2
3883.0	6	255-209-164-255
4020.0	5	255-181-131-84
3225.0	9	255-0-76-255
3697.0	6	255-209-164-255
3726.0	6	255-209-164-255
4215.0	5	255-181-131-84
3503.0	9	255-0-76-255
2838.0	9	255-0-76-255
4025.0	5	255-181-131-84
3885.0	1	255-147-172-58
2524.0	6	255-209-164-255
4197.0	10	255-114-16-255
4216.0	2	255-7-197-226
4396.0	5	255-181-131-84
3700.0	5	255-181-131-84
4043.0	2	255-7-197-226
4198.0	5	255-181-131-84
3507.0	2	255-7-197-226
1077.0	9	255-0-76-255
3702.0	6	255-209-164-255
3506.0	4	255-254-141-100
4199.0	10	255-114-16-255
4027.0	5	255-181-131-84
2319.0	4	255-254-141-100
3869.0	2	255-7-197-226
4029.0	2	255-7-197-226
4374.0	2	255-7-197-226
3887.0	2	255-7-197-226
4375.0	2	255-7-197-226
4200.0	2	255-7-197-226
4219.0	2	255-7-197-226
4221.0	2	255-7-197-226
4222.0	2	255-7-197-226
3689.0	2	255-7-197-226
4377.0	1	255-147-172-58
4030.0	2	255-7-197-226
4032.0	2	255-7-197-226
4045.0	2	255-7-197-226
3888.0	1	255-147-172-58
4220.0	2	255-7-197-226
4046.0	2	255-7-197-226
3875.0	3	255-98-0-122
4381.0	2	255-7-197-226
4223.0	5	255-181-131-84
4201.0	10	255-114-16-255
4225.0	5	255-181-131-84
4202.0	5	255-181-131-84
4226.0	5	255-181-131-84
3891.0	5	255-181-131-84
4227.0	5	255-181-131-84
4033.0	4	255-254-141-100
4034.0	10	255-114-16-255
4228.0	5	255-181-131-84
4229.0	5	255-181-131-84
3714.0	4	255-254-141-100
3372.0	7	255-98-132-2
4065.0	5	255-181-131-84
4244.0	5	255-181-131-84
3877.0	3	255-98-0-122
3778.0	9	255-0-76-255
3384.0	9	255-0-76-255
4049.0	5	255-181-131-84
3905.0	9	255-0-76-255
4403.0	5	255-181-131-84
3906.0	2	255-7-197-226
3717.0	6	255-209-164-255
3907.0	5	255-181-131-84
4234.0	6	255-209-164-255
3531.0	6	255-209-164-255
3909.0	2	255-7-197-226
3911.0	6	255-209-164-255
3912.0	6	255-209-164-255
3895.0	6	255-209-164-255
4411.0	5	255-181-131-84
4057.0	2	255-7-197-226
3898.0	10	255-114-16-255
4059.0	2	255-7-197-226
3899.0	1	255-147-172-58
4430.0	2	255-7-197-226
4238.0	2	255-7-197-226
4237.0	5	255-181-131-84
3918.0	2	255-7-197-226
4431.0	2	255-7-197-226
4239.0	5	255-181-131-84
4252.0	2	255-7-197-226
4078.0	10	255-114-16-255
4060.0	2	255-7-197-226
4432.0	2	255-7-197-226
4079.0	2	255-7-197-226
4061.0	1	255-147-172-58
4434.0	5	255-181-131-84
3735.0	1	255-147-172-58
4062.0	5	255-181-131-84
4047.0	7	255-98-132-2
4254.0	8	255-222-69-200
4082.0	5	255-181-131-84
4063.0	5	255-181-131-84
4241.0	5	255-181-131-84
4255.0	5	255-181-131-84
3920.0	9	255-0-76-255
4101.0	7	255-98-132-2
3761.0	3	255-98-0-122
4415.0	5	255-181-131-84
3739.0	5	255-181-131-84
4242.0	5	255-181-131-84
3937.0	7	255-98-132-2
4258.0	5	255-181-131-84
4416.0	5	255-181-131-84
3373.0	4	255-254-141-100
4104.0	5	255-181-131-84
4277.0	5	255-181-131-84
3942.0	5	255-181-131-84
4457.0	5	255-181-131-84
3416.0	8	255-222-69-200
4263.0	5	255-181-131-84
4458.0	5	255-181-131-84
4085.0	2	255-7-197-226
4086.0	10	255-114-16-255
4300.0	10	255-114-16-255
4106.0	2	255-7-197-226
4278.0	2	255-7-197-226
4107.0	5	255-181-131-84
4265.0	10	255-114-16-255
4088.0	2	255-7-197-226
3768.0	2	255-7-197-226
1901.0	4	255-254-141-100
4267.0	2	255-7-197-226
3600.0	9	255-0-76-255
4281.0	2	255-7-197-226
3786.0	2	255-7-197-226
4094.0	5	255-181-131-84
4270.0	2	255-7-197-226
4095.0	2	255-7-197-226
4284.0	2	255-7-197-226
4309.0	2	255-7-197-226
4465.0	2	255-7-197-226
4447.0	2	255-7-197-226
4271.0	10	255-114-16-255
4466.0	5	255-181-131-84
4285.0	5	255-181-131-84
4110.0	5	255-181-131-84
4098.0	5	255-181-131-84
4287.0	5	255-181-131-84
4111.0	5	255-181-131-84
4448.0	5	255-181-131-84
4468.0	5	255-181-131-84
4272.0	5	255-181-131-84
3951.0	5	255-181-131-84
4112.0	5	255-181-131-84
4288.0	3	255-98-0-122
4289.0	5	255-181-131-84
3952.0	5	255-181-131-84
4450.0	5	255-181-131-84
4273.0	3	255-98-0-122
4469.0	5	255-181-131-84
3953.0	5	255-181-131-84
971.0	9	255-0-76-255
3583.0	7	255-98-132-2
4451.0	3	255-98-0-122
4292.0	7	255-98-132-2
4113.0	7	255-98-132-2
3936.0	8	255-222-69-200
4295.0	7	255-98-132-2
4298.0	5	255-181-131-84
3632.0	8	255-222-69-200
4473.0	10	255-114-16-255
4316.0	10	255-114-16-255
4130.0	2	255-7-197-226
4131.0	5	255-181-131-84
4481.0	2	255-7-197-226
4117.0	5	255-181-131-84
4301.0	2	255-7-197-226
4475.0	2	255-7-197-226
4482.0	1	255-147-172-58
4132.0	5	255-181-131-84
2228.0	8	255-222-69-200
4133.0	3	255-98-0-122
4303.0	2	255-7-197-226
4156.0	2	255-7-197-226
4477.0	2	255-7-197-226
4317.0	2	255-7-197-226
4134.0	2	255-7-197-226
4318.0	2	255-7-197-226
4487.0	2	255-7-197-226
4488.0	2	255-7-197-226
4135.0	5	255-181-131-84
4161.0	2	255-7-197-226
4304.0	2	255-7-197-226
4489.0	2	255-7-197-226
4305.0	2	255-7-197-226
4162.0	10	255-114-16-255
4490.0	10	255-114-16-255
4136.0	2	255-7-197-226
4492.0	10	255-114-16-255
4491.0	2	255-7-197-226
4137.0	2	255-7-197-226
3983.0	5	255-181-131-84
4164.0	2	255-7-197-226
4493.0	10	255-114-16-255
4139.0	5	255-181-131-84
4122.0	10	255-114-16-255
4320.0	10	255-114-16-255
4140.0	10	255-114-16-255
4494.0	5	255-181-131-84
4322.0	10	255-114-16-255
3985.0	5	255-181-131-84
4321.0	5	255-181-131-84
4495.0	5	255-181-131-84
4144.0	5	255-181-131-84
4143.0	2	255-7-197-226
4650.0	2	255-7-197-226
4145.0	5	255-181-131-84
4123.0	10	255-114-16-255
4147.0	2	255-7-197-226
4323.0	10	255-114-16-255
3987.0	10	255-114-16-255
4310.0	10	255-114-16-255
4326.0	10	255-114-16-255
4149.0	5	255-181-131-84
4496.0	2	255-7-197-226
4311.0	2	255-7-197-226
4150.0	5	255-181-131-84
4478.0	5	255-181-131-84
3131.0	8	255-222-69-200
4479.0	5	255-181-131-84
3972.0	5	255-181-131-84
4327.0	5	255-181-131-84
4313.0	10	255-114-16-255
3973.0	8	255-222-69-200
4329.0	4	255-254-141-100
4154.0	1	255-147-172-58
4330.0	2	255-7-197-226
4002.0	1	255-147-172-58
4332.0	2	255-7-197-226
4157.0	4	255-254-141-100
3847.0	4	255-254-141-100
4160.0	2	255-7-197-226
4501.0	7	255-98-132-2
4163.0	10	255-114-16-255
4005.0	5	255-181-131-84
4336.0	5	255-181-131-84
4335.0	7	255-98-132-2
3137.0	1	255-147-172-58
4502.0	6	255-209-164-255
4337.0	5	255-181-131-84
3852.0	5	255-181-131-84
4006.0	3	255-98-0-122
3996.0	3	255-98-0-122
4341.0	5	255-181-131-84
4338.0	5	255-181-131-84
4342.0	8	255-222-69-200
4167.0	5	255-181-131-84
3297.0	9	255-0-76-255
4504.0	5	255-181-131-84
4505.0	5	255-181-131-84
4168.0	5	255-181-131-84
4169.0	5	255-181-131-84
4008.0	8	255-222-69-200
4347.0	5	255-181-131-84
4170.0	1	255-147-172-58
3840.0	8	255-222-69-200
4171.0	5	255-181-131-84
4523.0	0	255-255-0-73
4261.0	9	255-0-76-255
3653.0	8	255-222-69-200
4525.0	5	255-181-131-84
4181.0	4	255-254-141-100
4355.0	7	255-98-132-2
4680.0	5	255-181-131-84
4838.0	5	255-181-131-84
4518.0	8	255-222-69-200
4182.0	4	255-254-141-100
4676.0	7	255-98-132-2
2987.0	4	255-254-141-100
5004.0	7	255-98-132-2
4840.0	5	255-181-131-84
4677.0	8	255-222-69-200
4841.0	5	255-181-131-84
4361.0	10	255-114-16-255
3494.0	8	255-222-69-200
4681.0	5	255-181-131-84
4363.0	8	255-222-69-200
4683.0	3	255-98-0-122
4699.0	7	255-98-132-2
4690.0	7	255-98-132-2
4848.0	3	255-98-0-122
4391.0	6	255-209-164-255
4536.0	5	255-181-131-84
4869.0	10	255-114-16-255
3896.0	9	255-0-76-255
4713.0	7	255-98-132-2
4833.0	9	255-0-76-255
4553.0	5	255-181-131-84
3659.0	9	255-0-76-255
3915.0	9	255-0-76-255
2818.0	4	255-254-141-100
4714.0	10	255-114-16-255
4397.0	10	255-114-16-255
4555.0	5	255-181-131-84
4538.0	6	255-209-164-255
4398.0	6	255-209-164-255
5033.0	2	255-7-197-226
4851.0	5	255-181-131-84
4852.0	2	255-7-197-226
4879.0	2	255-7-197-226
4697.0	2	255-7-197-226
4557.0	5	255-181-131-84
4376.0	2	255-7-197-226
4843.0	2	255-7-197-226
4880.0	5	255-181-131-84
4378.0	3	255-98-0-122
4881.0	10	255-114-16-255
4561.0	2	255-7-197-226
5037.0	5	255-181-131-84
4539.0	2	255-7-197-226
4854.0	2	255-7-197-226
4379.0	2	255-7-197-226
4560.0	2	255-7-197-226
4882.0	2	255-7-197-226
4540.0	1	255-147-172-58
4698.0	2	255-7-197-226
4727.0	2	255-7-197-226
4541.0	10	255-114-16-255
4414.0	10	255-114-16-255
4563.0	5	255-181-131-84
4562.0	5	255-181-131-84
4564.0	5	255-181-131-84
4231.0	3	255-98-0-122
4544.0	3	255-98-0-122
4418.0	7	255-98-132-2
4203.0	4	255-254-141-100
4716.0	7	255-98-132-2
4706.0	9	255-0-76-255
4517.0	9	255-0-76-255
3551.0	9	255-0-76-255
4732.0	6	255-209-164-255
4719.0	5	255-181-131-84
4888.0	10	255-114-16-255
4249.0	9	255-0-76-255
4423.0	6	255-209-164-255
4071.0	3	255-98-0-122
4611.0	6	255-209-164-255
4915.0	6	255-209-164-255
4753.0	7	255-98-132-2
4570.0	2	255-7-197-226
4754.0	2	255-7-197-226
4617.0	2	255-7-197-226
4896.0	2	255-7-197-226
4571.0	10	255-114-16-255
4592.0	2	255-7-197-226
4756.0	10	255-114-16-255
4729.0	10	255-114-16-255
4755.0	5	255-181-131-84
4435.0	10	255-114-16-255
4728.0	5	255-181-131-84
4575.0	5	255-181-131-84
4726.0	5	255-181-131-84
5075.0	5	255-181-131-84
4897.0	10	255-114-16-255
5124.0	10	255-114-16-255
4780.0	5	255-181-131-84
4594.0	5	255-181-131-84
4759.0	10	255-114-16-255
4898.0	7	255-98-132-2
4577.0	5	255-181-131-84
4757.0	5	255-181-131-84
4595.0	10	255-114-16-255
4574.0	5	255-181-131-84
4596.0	5	255-181-131-84
5101.0	5	255-181-131-84
4760.0	10	255-114-16-255
4576.0	5	255-181-131-84
4597.0	5	255-181-131-84
4580.0	4	255-254-141-100
4761.0	7	255-98-132-2
4438.0	8	255-222-69-200
4437.0	4	255-254-141-100
4116.0	7	255-98-132-2
4790.0	7	255-98-132-2
4471.0	8	255-222-69-200
4791.0	5	255-181-131-84
1001.0	9	255-0-76-255
4463.0	9	255-0-76-255
4765.0	1	255-147-172-58
4474.0	6	255-209-164-255
4767.0	9	255-0-76-255
4738.0	6	255-209-164-255
4927.0	6	255-209-164-255
4929.0	6	255-209-164-255
3913.0	6	255-209-164-255
4428.0	6	255-209-164-255
4616.0	9	255-0-76-255
4933.0	10	255-114-16-255
4934.0	6	255-209-164-255
4627.0	2	255-7-197-226
4776.0	10	255-114-16-255
4467.0	10	255-114-16-255
4618.0	2	255-7-197-226
4777.0	10	255-114-16-255
4785.0	10	255-114-16-255
4945.0	2	255-7-197-226
4778.0	10	255-114-16-255
4626.0	5	255-181-131-84
4449.0	5	255-181-131-84
4470.0	8	255-222-69-200
4946.0	5	255-181-131-84
4786.0	5	255-181-131-84
4628.0	5	255-181-131-84
5144.0	5	255-181-131-84
4779.0	10	255-114-16-255
4938.0	5	255-181-131-84
4787.0	5	255-181-131-84
4314.0	5	255-181-131-84
4290.0	7	255-98-132-2
4939.0	5	255-181-131-84
4620.0	5	255-181-131-84
80.0	9	255-0-76-255
4639.0	3	255-98-0-122
5826.0	3	255-98-0-122
4622.0	7	255-98-132-2
4621.0	4	255-254-141-100
4629.0	8	255-222-69-200
4951.0	7	255-98-132-2
4952.0	7	255-98-132-2
4962.0	8	255-222-69-200
4964.0	5	255-181-131-84
4480.0	8	255-222-69-200
4630.0	5	255-181-131-84
4953.0	7	255-98-132-2
4640.0	0	255-255-0-73
4631.0	10	255-114-16-255
4792.0	5	255-181-131-84
4643.0	2	255-7-197-226
4633.0	5	255-181-131-84
4632.0	10	255-114-16-255
4965.0	2	255-7-197-226
4793.0	10	255-114-16-255
4476.0	10	255-114-16-255
4642.0	2	255-7-197-226
4966.0	2	255-7-197-226
4967.0	2	255-7-197-226
4794.0	5	255-181-131-84
4485.0	2	255-7-197-226
4803.0	7	255-98-132-2
5151.0	9	255-0-76-255
4646.0	2	255-7-197-226
4805.0	5	255-181-131-84
4806.0	2	255-7-197-226
4972.0	10	255-114-16-255
4647.0	2	255-7-197-226
4648.0	10	255-114-16-255
4819.0	4	255-254-141-100
4807.0	5	255-181-131-84
4974.0	5	255-181-131-84
4975.0	10	255-114-16-255
4808.0	2	255-7-197-226
3838.0	1	255-147-172-58
4978.0	5	255-181-131-84
4649.0	10	255-114-16-255
4652.0	10	255-114-16-255
4821.0	5	255-181-131-84
4979.0	10	255-114-16-255
4635.0	5	255-181-131-84
4654.0	2	255-7-197-226
5175.0	5	255-181-131-84
4655.0	3	255-98-0-122
4324.0	4	255-254-141-100
4636.0	3	255-98-0-122
4796.0	5	255-181-131-84
4812.0	10	255-114-16-255
4810.0	5	255-181-131-84
4656.0	5	255-181-131-84
4947.0	8	255-222-69-200
4637.0	5	255-181-131-84
4957.0	5	255-181-131-84
4788.0	5	255-181-131-84
4509.0	8	255-222-69-200
4001.0	4	255-254-141-100
4333.0	1	255-147-172-58
4817.0	3	255-98-0-122
4663.0	4	255-254-141-100
4664.0	10	255-114-16-255
4349.0	4	255-254-141-100
4665.0	10	255-114-16-255
5193.0	5	255-181-131-84
4818.0	10	255-114-16-255
4670.0	5	255-181-131-84
4176.0	4	255-254-141-100
4985.0	5	255-181-131-84
4986.0	3	255-98-0-122
4512.0	3	255-98-0-122
4826.0	5	255-181-131-84
4827.0	7	255-98-132-2
4987.0	5	255-181-131-84
4997.0	7	255-98-132-2
1963.0	5	255-181-131-84
5196.0	5	255-181-131-84
4820.0	5	255-181-131-84
4988.0	5	255-181-131-84
4828.0	5	255-181-131-84
4179.0	4	255-254-141-100
4507.0	5	255-181-131-84
4346.0	4	255-254-141-100
4989.0	5	255-181-131-84
4990.0	10	255-114-16-255
4830.0	5	255-181-131-84
4172.0	3	255-98-0-122
4991.0	5	255-181-131-84
4822.0	5	255-181-131-84
4508.0	5	255-181-131-84
4992.0	5	255-181-131-84
5218.0	8	255-222-69-200
5449.0	7	255-98-132-2
5219.0	7	255-98-132-2
5009.0	7	255-98-132-2
5220.0	7	255-98-132-2
5011.0	8	255-222-69-200
3318.0	7	255-98-132-2
5444.0	8	255-222-69-200
5214.0	5	255-181-131-84
5445.0	5	255-181-131-84
5229.0	10	255-114-16-255
5215.0	5	255-181-131-84
5001.0	8	255-222-69-200
5446.0	5	255-181-131-84
5230.0	5	255-181-131-84
5002.0	3	255-98-0-122
4831.0	7	255-98-132-2
5016.0	5	255-181-131-84
5217.0	7	255-98-132-2
5005.0	8	255-222-69-200
5455.0	5	255-181-131-84
5448.0	0	255-255-0-73
5018.0	5	255-181-131-84
5456.0	7	255-98-132-2
5006.0	8	255-222-69-200
5250.0	2	255-7-197-226
4682.0	8	255-222-69-200
4853.0	3	255-98-0-122
3715.0	8	255-222-69-200
5044.0	5	255-181-131-84
5049.0	7	255-98-132-2
4859.0	7	255-98-132-2
5257.0	0	255-255-0-73
5261.0	6	255-209-164-255
4870.0	6	255-209-164-255
4868.0	5	255-181-131-84
4693.0	9	255-0-76-255
4537.0	6	255-209-164-255
5088.0	6	255-209-164-255
5469.0	6	255-209-164-255
5496.0	6	255-209-164-255
5065.0	6	255-209-164-255
5067.0	1	255-147-172-58
4625.0	9	255-0-76-255
5269.0	9	255-0-76-255
5303.0	9	255-0-76-255
5247.0	2	255-7-197-226
5069.0	5	255-181-131-84
5271.0	2	255-7-197-226
5472.0	2	255-7-197-226
5705.0	2	255-7-197-226
5249.0	2	255-7-197-226
5732.0	2	255-7-197-226
5251.0	2	255-7-197-226
5500.0	2	255-7-197-226
5272.0	2	255-7-197-226
5474.0	2	255-7-197-226
5275.0	2	255-7-197-226
5276.0	2	255-7-197-226
5038.0	5	255-181-131-84
5274.0	2	255-7-197-226
5277.0	2	255-7-197-226
5073.0	2	255-7-197-226
5278.0	2	255-7-197-226
5253.0	10	255-114-16-255
5280.0	2	255-7-197-226
5503.0	2	255-7-197-226
5039.0	7	255-98-132-2
5040.0	5	255-181-131-84
5279.0	10	255-114-16-255
5254.0	5	255-181-131-84
5506.0	3	255-98-0-122
5041.0	5	255-181-131-84
5077.0	3	255-98-0-122
5078.0	5	255-181-131-84
5736.0	1	255-147-172-58
5079.0	5	255-181-131-84
5476.0	0	255-255-0-73
5042.0	7	255-98-132-2
5080.0	7	255-98-132-2
5507.0	3	255-98-0-122
5283.0	5	255-181-131-84
5043.0	8	255-222-69-200
5074.0	5	255-181-131-84
5307.0	7	255-98-132-2
5740.0	7	255-98-132-2
4885.0	8	255-222-69-200
5344.0	5	255-181-131-84
5534.0	5	255-181-131-84
5260.0	9	255-0-76-255
5015.0	9	255-0-76-255
5511.0	5	255-181-131-84
4584.0	6	255-209-164-255
5084.0	6	255-209-164-255
5316.0	6	255-209-164-255
5544.0	6	255-209-164-255
4909.0	6	255-209-164-255
5325.0	5	255-181-131-84
5522.0	6	255-209-164-255
5546.0	6	255-209-164-255
5750.0	6	255-209-164-255
4892.0	6	255-209-164-255
5330.0	6	255-209-164-255
5094.0	6	255-209-164-255
5332.0	6	255-209-164-255
5300.0	2	255-7-197-226
5554.0	1	255-147-172-58
5776.0	7	255-98-132-2
4774.0	6	255-209-164-255
5529.0	2	255-7-197-226
5757.0	10	255-114-16-255
5304.0	1	255-147-172-58
5555.0	2	255-7-197-226
5337.0	2	255-7-197-226
5123.0	2	255-7-197-226
5338.0	2	255-7-197-226
5099.0	10	255-114-16-255
5125.0	5	255-181-131-84
5336.0	10	255-114-16-255
5557.0	5	255-181-131-84
5339.0	5	255-181-131-84
5556.0	5	255-181-131-84
5100.0	5	255-181-131-84
5532.0	10	255-114-16-255
5341.0	5	255-181-131-84
5340.0	5	255-181-131-84
5531.0	5	255-181-131-84
5305.0	5	255-181-131-84
5102.0	5	255-181-131-84
5533.0	7	255-98-132-2
4455.0	8	255-222-69-200
5128.0	8	255-222-69-200
5558.0	5	255-181-131-84
5343.0	5	255-181-131-84
5345.0	5	255-181-131-84
5346.0	5	255-181-131-84
5805.0	5	255-181-131-84
5366.0	5	255-181-131-84
5129.0	9	255-0-76-255
5382.0	2	255-7-197-226
5379.0	9	255-0-76-255
5131.0	6	255-209-164-255
5148.0	9	255-0-76-255
4601.0	9	255-0-76-255
5564.0	6	255-209-164-255
5134.0	6	255-209-164-255
5149.0	9	255-0-76-255
5350.0	5	255-181-131-84
4087.0	6	255-209-164-255
5152.0	9	255-0-76-255
5796.0	1	255-147-172-58
5594.0	5	255-181-131-84
5572.0	3	255-98-0-122
5595.0	1	255-147-172-58
5596.0	10	255-114-16-255
5141.0	2	255-7-197-226
5358.0	4	255-254-141-100
5361.0	10	255-114-16-255
4944.0	3	255-98-0-122
5598.0	2	255-7-197-226
5143.0	5	255-181-131-84
5581.0	10	255-114-16-255
5363.0	10	255-114-16-255
4619.0	10	255-114-16-255
5370.0	5	255-181-131-84
5384.0	5	255-181-131-84
5599.0	10	255-114-16-255
5801.0	10	255-114-16-255
5584.0	5	255-181-131-84
5386.0	5	255-181-131-84
4452.0	4	255-254-141-100
5825.0	10	255-114-16-255
5153.0	5	255-181-131-84
5145.0	5	255-181-131-84
5585.0	5	255-181-131-84
4948.0	5	255-181-131-84
5372.0	3	255-98-0-122
5373.0	5	255-181-131-84
4950.0	4	255-254-141-100
5157.0	0	255-255-0-73
5389.0	5	255-181-131-84
5390.0	7	255-98-132-2
5166.0	0	255-255-0-73
4961.0	8	255-222-69-200
5604.0	5	255-181-131-84
4954.0	7	255-98-132-2
5165.0	7	255-98-132-2
4660.0	0	255-255-0-73
5615.0	6	255-209-164-255
5833.0	5	255-181-131-84
5158.0	10	255-114-16-255
5381.0	9	255-0-76-255
4955.0	2	255-7-197-226
5617.0	2	255-7-197-226
5619.0	10	255-114-16-255
5620.0	2	255-7-197-226
5391.0	2	255-7-197-226
5392.0	10	255-114-16-255
5169.0	3	255-98-0-122
5624.0	2	255-7-197-226
5394.0	3	255-98-0-122
5397.0	5	255-181-131-84
4969.0	10	255-114-16-255
5172.0	10	255-114-16-255
5398.0	5	255-181-131-84
5626.0	5	255-181-131-84
5627.0	5	255-181-131-84
5401.0	5	255-181-131-84
5402.0	5	255-181-131-84
5629.0	10	255-114-16-255
5424.0	8	255-222-69-200
5630.0	5	255-181-131-84
5405.0	5	255-181-131-84
5631.0	10	255-114-16-255
5173.0	5	255-181-131-84
5632.0	5	255-181-131-84
5633.0	5	255-181-131-84
5634.0	10	255-114-16-255
5406.0	5	255-181-131-84
5635.0	5	255-181-131-84
5637.0	5	255-181-131-84
5176.0	2	255-7-197-226
5636.0	10	255-114-16-255
5200.0	5	255-181-131-84
5639.0	5	255-181-131-84
5407.0	2	255-7-197-226
4813.0	3	255-98-0-122
5608.0	10	255-114-16-255
5431.0	1	255-147-172-58
5179.0	3	255-98-0-122
4815.0	7	255-98-132-2
5178.0	8	255-222-69-200
5385.0	5	255-181-131-84
5409.0	7	255-98-132-2
5180.0	8	255-222-69-200
5161.0	3	255-98-0-122
5611.0	5	255-181-131-84
5612.0	5	255-181-131-84
5412.0	8	255-222-69-200
4968.0	1	255-147-172-58
5417.0	10	255-114-16-255
5655.0	0	255-255-0-73
5185.0	7	255-98-132-2
5183.0	2	255-7-197-226
5418.0	5	255-181-131-84
5186.0	5	255-181-131-84
5419.0	5	255-181-131-84
5862.0	3	255-98-0-122
5204.0	5	255-181-131-84
5187.0	2	255-7-197-226
5205.0	7	255-98-132-2
5662.0	5	255-181-131-84
5435.0	5	255-181-131-84
5188.0	3	255-98-0-122
5436.0	5	255-181-131-84
5189.0	10	255-114-16-255
5663.0	5	255-181-131-84
5421.0	3	255-98-0-122
4998.0	7	255-98-132-2
5864.0	2	255-7-197-226
5194.0	5	255-181-131-84
4995.0	8	255-222-69-200
5422.0	5	255-181-131-84
5404.0	2	255-7-197-226
5664.0	7	255-98-132-2
5195.0	5	255-181-131-84
5206.0	5	255-181-131-84
5665.0	7	255-98-132-2
5666.0	8	255-222-69-200
5207.0	7	255-98-132-2
5437.0	8	255-222-69-200
5208.0	5	255-181-131-84
5197.0	5	255-181-131-84
5438.0	5	255-181-131-84
5650.0	5	255-181-131-84
5198.0	5	255-181-131-84
5651.0	10	255-114-16-255
5426.0	5	255-181-131-84
5652.0	2	255-7-197-226
5427.0	5	255-181-131-84
5428.0	10	255-114-16-255
5653.0	5	255-181-131-84
5202.0	5	255-181-131-84
5676.0	8	255-222-69-200
5028.0	7	255-98-132-2
5467.0	5	255-181-131-84
6140.0	5	255-181-131-84
5014.0	9	255-0-76-255
6142.0	5	255-181-131-84
5888.0	5	255-181-131-84
5673.0	5	255-181-131-84
6145.0	5	255-181-131-84
6146.0	5	255-181-131-84
5680.0	9	255-0-76-255
5889.0	7	255-98-132-2
5895.0	7	255-98-132-2
6161.0	2	255-7-197-226
5894.0	5	255-181-131-84
5003.0	4	255-254-141-100
6162.0	2	255-7-197-226
5890.0	5	255-181-131-84
6163.0	6	255-209-164-255
5896.0	2	255-7-197-226
5898.0	5	255-181-131-84
6166.0	5	255-181-131-84
5900.0	1	255-147-172-58
5901.0	5	255-181-131-84
5902.0	7	255-98-132-2
5903.0	1	255-147-172-58
5690.0	1	255-147-172-58
5689.0	7	255-98-132-2
6400.0	1	255-147-172-58
6172.0	10	255-114-16-255
6149.0	6	255-209-164-255
5234.0	6	255-209-164-255
5904.0	8	255-222-69-200
6156.0	3	255-98-0-122
6151.0	6	255-209-164-255
6155.0	0	255-255-0-73
5457.0	8	255-222-69-200
5286.0	8	255-222-69-200
4858.0	5	255-181-131-84
5909.0	8	255-222-69-200
4206.0	8	255-222-69-200
5697.0	6	255-209-164-255
4692.0	7	255-98-132-2
5221.0	7	255-98-132-2
5719.0	6	255-209-164-255
5940.0	6	255-209-164-255
5244.0	9	255-0-76-255
5729.0	6	255-209-164-255
5947.0	3	255-98-0-122
6464.0	2	255-7-197-226
5225.0	9	255-0-76-255
2193.0	9	255-0-76-255
5948.0	1	255-147-172-58
5950.0	2	255-7-197-226
4832.0	9	255-0-76-255
5899.0	1	255-147-172-58
6468.0	9	255-0-76-255
5915.0	9	255-0-76-255
4850.0	9	255-0-76-255
6436.0	2	255-7-197-226
5703.0	2	255-7-197-226
6186.0	5	255-181-131-84
5955.0	2	255-7-197-226
5957.0	2	255-7-197-226
5733.0	2	255-7-197-226
6187.0	2	255-7-197-226
5273.0	1	255-147-172-58
5734.0	2	255-7-197-226
5501.0	2	255-7-197-226
6223.0	2	255-7-197-226
5958.0	2	255-7-197-226
5475.0	3	255-98-0-122
5502.0	1	255-147-172-58
5708.0	1	255-147-172-58
5504.0	10	255-114-16-255
5505.0	5	255-181-131-84
6191.0	5	255-181-131-84
5530.0	10	255-114-16-255
5959.0	3	255-98-0-122
5737.0	5	255-181-131-84
5738.0	5	255-181-131-84
5759.0	5	255-181-131-84
