label_id	Nuclei to remove
172.0	None
173.0	None
174.0	None
175.0	None
176.0	None
177.0	None
178.0	None
179.0	None
180.0	None
181.0	None
182.0	None
183.0	None
184.0	None
185.0	None
186.0	None
187.0	None
188.0	None
189.0	None
190.0	None
191.0	None
192.0	None
193.0	None
194.0	None
195.0	None
196.0	None
197.0	None
198.0	None
199.0	None
200.0	None
201.0	None
202.0	None
203.0	None
204.0	None
205.0	None
206.0	None
207.0	None
208.0	None
209.0	None
210.0	None
211.0	None
212.0	None
213.0	None
214.0	None
215.0	None
216.0	None
217.0	None
218.0	None
219.0	None
220.0	None
221.0	None
222.0	None
223.0	None
224.0	None
225.0	None
226.0	None
227.0	None
228.0	None
229.0	None
230.0	None
231.0	None
232.0	None
233.0	None
234.0	None
235.0	None
236.0	test
237.0	None
238.0	None
239.0	None
240.0	None
241.0	None
242.0	None
243.0	None
244.0	None
245.0	None
246.0	None
247.0	None
248.0	None
249.0	None
250.0	None
251.0	None
252.0	None
253.0	None
254.0	None
255.0	None
256.0	None
257.0	None
258.0	None
259.0	None
260.0	None
261.0	None
262.0	None
263.0	None
264.0	None
265.0	None
266.0	None
267.0	None
268.0	None
269.0	None
270.0	None
271.0	None
272.0	None
273.0	None
274.0	None
275.0	None
276.0	None
277.0	None
278.0	None
279.0	None
280.0	test
281.0	test
282.0	None
283.0	None
284.0	None
285.0	None
286.0	None
287.0	None
288.0	None
289.0	None
290.0	None
291.0	None
292.0	None
293.0	None
294.0	None
295.0	None
296.0	None
297.0	None
298.0	None
299.0	None
300.0	None
301.0	None
302.0	None
303.0	None
304.0	None
305.0	None
306.0	None
307.0	None
308.0	None
309.0	test
310.0	None
311.0	None
312.0	None
313.0	None
314.0	None
315.0	None
316.0	None
317.0	None
318.0	None
319.0	None
320.0	None
321.0	None
322.0	None
323.0	None
324.0	None
325.0	None
326.0	None
327.0	None
328.0	None
329.0	None
330.0	None
331.0	None
332.0	None
333.0	None
334.0	None
335.0	None
336.0	None
337.0	None
338.0	None
339.0	None
340.0	None
341.0	None
342.0	None
343.0	None
344.0	None
345.0	None
346.0	None
347.0	None
348.0	None
349.0	None
350.0	None
351.0	None
352.0	None
353.0	None
354.0	None
355.0	None
356.0	None
357.0	None
358.0	None
359.0	None
360.0	None
361.0	None
362.0	None
363.0	None
364.0	None
365.0	None
366.0	None
367.0	None
368.0	None
369.0	None
370.0	None
371.0	None
372.0	None
373.0	None
374.0	None
375.0	None
376.0	None
377.0	None
378.0	None
379.0	None
380.0	None
381.0	None
382.0	None
383.0	None
384.0	None
385.0	None
386.0	None
387.0	None
388.0	None
389.0	None
390.0	None
391.0	None
392.0	None
393.0	None
394.0	None
395.0	None
396.0	None
397.0	None
398.0	None
399.0	None
400.0	None
401.0	None
402.0	None
403.0	None
404.0	None
405.0	None
406.0	None
407.0	None
408.0	None
409.0	None
410.0	None
411.0	None
412.0	None
413.0	None
414.0	None
415.0	None
416.0	None
417.0	None
418.0	None
419.0	None
420.0	None
421.0	None
422.0	None
423.0	None
424.0	None
425.0	None
426.0	None
427.0	None
428.0	None
429.0	None
430.0	None
431.0	None
432.0	None
433.0	None
434.0	None
435.0	None
436.0	None
437.0	None
438.0	None
439.0	None
440.0	None
441.0	None
442.0	None
443.0	None
444.0	None
445.0	None
446.0	None
447.0	None
448.0	None
449.0	None
450.0	None
451.0	None
452.0	None
453.0	None
454.0	None
455.0	None
456.0	None
457.0	None
458.0	None
459.0	None
460.0	None
461.0	None
462.0	None
463.0	None
464.0	None
465.0	None
466.0	None
467.0	None
468.0	None
469.0	None
470.0	None
471.0	None
472.0	None
473.0	None
474.0	None
475.0	None
476.0	None
477.0	None
478.0	None
479.0	None
480.0	None
481.0	None
482.0	None
483.0	None
484.0	None
485.0	None
486.0	None
487.0	None
488.0	None
489.0	None
490.0	None
491.0	None
492.0	None
493.0	None
494.0	None
495.0	None
496.0	None
497.0	None
498.0	None
499.0	None
500.0	None
501.0	None
502.0	None
503.0	None
504.0	None
505.0	None
506.0	None
507.0	None
508.0	None
509.0	None
510.0	None
511.0	None
512.0	None
513.0	None
514.0	None
515.0	None
516.0	None
517.0	None
518.0	None
519.0	None
520.0	None
521.0	None
522.0	None
523.0	None
524.0	None
525.0	None
526.0	None
527.0	None
528.0	None
529.0	None
530.0	None
531.0	None
532.0	None
533.0	None
534.0	None
535.0	None
536.0	None
537.0	None
538.0	None
539.0	None
540.0	None
541.0	None
542.0	None
543.0	None
544.0	None
545.0	None
546.0	None
547.0	None
548.0	None
549.0	None
550.0	None
551.0	None
552.0	None
553.0	None
554.0	None
555.0	None
556.0	None
557.0	None
558.0	None
559.0	None
560.0	None
561.0	None
562.0	None
563.0	None
564.0	None
565.0	None
566.0	None
567.0	None
568.0	None
569.0	None
570.0	None
571.0	None
572.0	None
573.0	None
574.0	None
575.0	None
576.0	None
577.0	None
578.0	None
579.0	None
580.0	None
581.0	None
582.0	None
583.0	None
584.0	None
585.0	None
586.0	None
587.0	None
588.0	None
589.0	None
590.0	None
591.0	None
592.0	None
593.0	None
594.0	None
595.0	None
596.0	None
597.0	None
598.0	None
599.0	None
600.0	None
601.0	None
602.0	None
603.0	None
604.0	None
605.0	None
606.0	None
607.0	None
608.0	None
609.0	None
610.0	None
611.0	None
612.0	None
613.0	None
614.0	None
615.0	None
616.0	None
617.0	None
618.0	None
619.0	None
620.0	None
621.0	None
622.0	None
623.0	None
624.0	None
625.0	None
626.0	None
627.0	None
628.0	None
629.0	None
630.0	None
631.0	None
632.0	None
633.0	None
634.0	None
635.0	None
636.0	None
637.0	None
638.0	None
639.0	None
640.0	None
641.0	None
642.0	None
643.0	None
644.0	None
645.0	None
646.0	None
647.0	None
648.0	None
649.0	None
650.0	None
651.0	None
652.0	None
653.0	None
654.0	None
655.0	None
656.0	None
657.0	None
658.0	None
659.0	None
660.0	None
661.0	None
662.0	None
663.0	None
664.0	None
665.0	None
666.0	None
667.0	None
668.0	None
669.0	None
670.0	None
671.0	None
672.0	None
673.0	None
674.0	None
675.0	None
676.0	None
677.0	None
678.0	None
679.0	None
680.0	None
681.0	None
682.0	None
683.0	None
684.0	None
685.0	None
686.0	None
687.0	None
688.0	None
689.0	None
690.0	None
691.0	None
692.0	None
693.0	None
694.0	None
695.0	None
696.0	None
697.0	None
698.0	None
699.0	None
700.0	None
701.0	None
702.0	None
703.0	None
704.0	None
705.0	None
706.0	None
707.0	None
708.0	None
709.0	None
710.0	None
711.0	None
712.0	None
713.0	None
714.0	None
715.0	None
716.0	None
717.0	None
718.0	None
719.0	None
720.0	None
721.0	None
722.0	None
723.0	None
724.0	None
725.0	None
726.0	None
727.0	None
728.0	None
729.0	None
730.0	None
731.0	None
732.0	None
733.0	None
734.0	None
735.0	None
736.0	None
737.0	None
738.0	None
739.0	None
740.0	None
741.0	None
742.0	None
743.0	None
744.0	None
745.0	None
746.0	None
747.0	None
748.0	None
749.0	None
750.0	None
751.0	None
752.0	None
753.0	None
754.0	None
755.0	None
756.0	None
757.0	None
758.0	None
759.0	None
760.0	None
761.0	None
762.0	None
763.0	None
764.0	None
765.0	None
766.0	None
767.0	None
768.0	None
769.0	None
770.0	None
771.0	None
772.0	None
773.0	None
774.0	None
775.0	None
776.0	None
777.0	None
778.0	None
779.0	None
780.0	None
781.0	None
782.0	None
783.0	None
784.0	None
785.0	None
786.0	None
787.0	None
788.0	None
789.0	None
790.0	None
791.0	None
792.0	None
793.0	None
794.0	None
795.0	None
796.0	None
797.0	None
798.0	None
799.0	None
800.0	None
801.0	None
802.0	None
803.0	None
804.0	None
805.0	None
806.0	None
807.0	None
808.0	None
809.0	None
810.0	None
811.0	None
812.0	None
813.0	None
814.0	None
815.0	None
816.0	None
817.0	None
818.0	None
819.0	None
820.0	None
821.0	None
822.0	None
823.0	None
824.0	None
825.0	None
826.0	None
827.0	None
828.0	None
829.0	None
830.0	None
831.0	None
832.0	None
833.0	None
834.0	None
835.0	None
836.0	None
837.0	None
838.0	None
839.0	None
840.0	None
841.0	None
842.0	None
843.0	None
844.0	None
845.0	None
846.0	None
847.0	None
848.0	None
849.0	None
850.0	None
851.0	None
852.0	None
853.0	None
854.0	None
855.0	None
856.0	None
857.0	None
858.0	None
859.0	None
860.0	None
861.0	None
862.0	None
863.0	None
864.0	None
865.0	None
866.0	None
867.0	None
868.0	None
869.0	None
870.0	None
871.0	None
872.0	None
873.0	None
874.0	None
875.0	None
876.0	None
877.0	None
878.0	None
879.0	None
880.0	None
881.0	None
882.0	None
883.0	None
884.0	None
885.0	None
886.0	None
887.0	None
888.0	None
889.0	None
890.0	None
891.0	None
892.0	None
893.0	None
894.0	None
895.0	None
896.0	None
897.0	None
898.0	None
899.0	None
900.0	None
901.0	None
902.0	None
903.0	None
904.0	None
905.0	None
906.0	None
907.0	None
908.0	None
909.0	None
910.0	None
911.0	None
912.0	None
913.0	None
914.0	None
915.0	None
916.0	None
917.0	None
918.0	None
919.0	None
920.0	None
921.0	None
922.0	None
923.0	None
924.0	None
925.0	None
926.0	None
927.0	None
928.0	None
929.0	None
930.0	None
931.0	None
932.0	None
933.0	None
934.0	None
935.0	None
936.0	None
937.0	None
938.0	None
939.0	None
940.0	None
941.0	None
942.0	None
943.0	None
944.0	None
945.0	None
946.0	None
947.0	None
948.0	None
949.0	None
950.0	None
951.0	None
952.0	None
953.0	None
954.0	None
955.0	None
956.0	None
957.0	None
958.0	None
959.0	None
960.0	None
961.0	None
962.0	None
963.0	None
964.0	None
965.0	None
966.0	None
967.0	None
968.0	None
969.0	None
970.0	None
971.0	None
972.0	None
973.0	None
974.0	None
975.0	None
976.0	None
977.0	None
978.0	None
979.0	None
980.0	None
981.0	None
982.0	None
983.0	None
984.0	None
985.0	None
986.0	None
987.0	None
988.0	None
989.0	None
990.0	None
991.0	None
992.0	None
993.0	None
994.0	None
995.0	None
996.0	None
997.0	None
998.0	None
999.0	None
1000.0	None
1001.0	None
1002.0	None
1003.0	None
1004.0	None
1005.0	None
1006.0	None
1007.0	None
1008.0	None
1009.0	None
1010.0	None
1011.0	None
1012.0	None
1013.0	None
1014.0	None
1015.0	None
1016.0	None
1017.0	None
1018.0	None
1019.0	None
1020.0	None
1021.0	None
1022.0	None
1023.0	None
1024.0	None
1025.0	None
1026.0	None
1027.0	None
1028.0	None
1029.0	None
1030.0	None
1031.0	None
1032.0	None
1033.0	None
1034.0	None
1035.0	None
1036.0	None
1037.0	None
1038.0	None
1039.0	None
1040.0	None
1041.0	None
1042.0	None
1043.0	None
1044.0	None
1045.0	None
1046.0	None
1047.0	None
1048.0	None
1049.0	None
1050.0	None
1051.0	None
1052.0	None
1053.0	None
1054.0	None
1055.0	None
1056.0	None
1057.0	None
1058.0	None
1059.0	None
1060.0	None
1061.0	None
1062.0	None
1063.0	None
1064.0	None
1065.0	None
1066.0	None
1067.0	None
1068.0	None
1069.0	None
1070.0	None
1071.0	None
1072.0	None
1073.0	None
1074.0	None
1075.0	None
1076.0	None
1077.0	None
1078.0	None
1079.0	None
1080.0	None
1081.0	None
1082.0	None
1083.0	None
1084.0	None
1085.0	None
1086.0	None
1087.0	None
1088.0	None
1089.0	None
1090.0	None
1091.0	None
1092.0	None
1093.0	None
1094.0	None
1095.0	None
1096.0	None
1097.0	None
1098.0	None
1099.0	None
1100.0	None
1101.0	None
1102.0	None
1103.0	None
1104.0	None
1105.0	None
1106.0	None
1107.0	None
1108.0	None
1109.0	None
1110.0	None
1111.0	None
1112.0	None
1113.0	None
1114.0	None
1115.0	None
1116.0	None
1117.0	None
1118.0	None
1119.0	None
1120.0	None
1121.0	None
1122.0	None
1123.0	None
1124.0	None
1125.0	None
1126.0	None
1127.0	None
1128.0	None
1129.0	None
1130.0	None
1131.0	None
1132.0	None
1133.0	None
1134.0	None
1135.0	None
1136.0	None
1137.0	None
1138.0	None
1139.0	None
1140.0	None
1141.0	None
1142.0	None
1143.0	None
1144.0	None
1145.0	None
1146.0	None
1147.0	None
1148.0	None
1149.0	None
1150.0	None
1151.0	None
1152.0	None
1153.0	None
1154.0	None
1155.0	None
1156.0	None
1157.0	None
1158.0	None
1159.0	None
1160.0	None
1161.0	None
1162.0	None
1163.0	None
1164.0	None
1165.0	None
1166.0	None
1167.0	None
1168.0	None
1169.0	None
1170.0	None
1171.0	None
1172.0	None
1173.0	None
1174.0	None
1175.0	None
1176.0	None
1177.0	None
1178.0	None
1179.0	None
1180.0	None
1181.0	None
1182.0	None
1183.0	None
1184.0	None
1185.0	None
1186.0	None
1187.0	None
1188.0	None
1189.0	None
1190.0	None
1191.0	None
1192.0	None
1193.0	None
1194.0	None
1195.0	None
1196.0	None
1197.0	None
1198.0	None
1199.0	None
1200.0	None
1201.0	None
1202.0	None
1203.0	None
1204.0	None
1205.0	None
1206.0	None
1207.0	None
1208.0	None
1209.0	None
1210.0	None
1211.0	None
1212.0	None
1213.0	None
1214.0	None
1215.0	None
1216.0	None
1217.0	None
1218.0	None
1219.0	None
1220.0	None
1221.0	None
1222.0	None
1223.0	None
1224.0	None
1225.0	None
1226.0	None
1227.0	None
1228.0	None
1229.0	None
1230.0	None
1231.0	None
1232.0	None
1233.0	None
1234.0	None
1235.0	None
1236.0	None
1237.0	None
1238.0	None
1239.0	None
1240.0	None
1241.0	None
1242.0	None
1243.0	None
1244.0	None
1245.0	None
1246.0	None
1247.0	None
1248.0	None
1249.0	None
1250.0	None
1251.0	None
1252.0	None
1253.0	None
1254.0	None
1255.0	None
1256.0	None
1257.0	None
1258.0	None
1259.0	None
1260.0	None
1261.0	None
1262.0	None
1263.0	None
1264.0	None
1265.0	None
1266.0	None
1267.0	None
1268.0	None
1269.0	None
1270.0	None
1271.0	None
1272.0	None
1273.0	None
1274.0	None
1275.0	None
1276.0	None
1277.0	None
1278.0	None
1279.0	None
1280.0	None
1281.0	None
1282.0	None
1283.0	None
1284.0	None
1285.0	None
1286.0	None
1287.0	None
1288.0	None
1289.0	None
1290.0	None
1291.0	None
1292.0	None
1293.0	None
1294.0	None
1295.0	None
1296.0	None
1297.0	None
1298.0	None
1299.0	None
1300.0	None
1301.0	None
1302.0	None
1303.0	None
1304.0	None
1305.0	None
1306.0	None
1307.0	None
1308.0	None
1309.0	None
1310.0	None
1311.0	None
1312.0	None
1313.0	None
1314.0	None
1315.0	None
1316.0	None
1317.0	None
1318.0	None
1319.0	None
1320.0	None
1321.0	None
1322.0	None
1323.0	None
1324.0	None
1325.0	None
1326.0	None
1327.0	None
1328.0	None
1329.0	None
1330.0	None
1331.0	None
1332.0	None
1333.0	None
1334.0	None
1335.0	None
1336.0	None
1337.0	None
1338.0	None
1339.0	None
1340.0	None
1341.0	None
1342.0	None
1343.0	None
1344.0	None
1345.0	None
1346.0	None
1347.0	None
1348.0	None
1349.0	None
1350.0	None
1351.0	None
1352.0	None
1353.0	None
1354.0	None
1355.0	None
1356.0	None
1357.0	None
1358.0	None
1359.0	None
1360.0	None
1361.0	None
1362.0	None
1363.0	None
1364.0	None
1365.0	None
1366.0	None
1367.0	None
1368.0	None
1369.0	None
1370.0	None
1371.0	None
1372.0	None
1373.0	None
1374.0	None
1375.0	None
1376.0	None
1377.0	None
1378.0	None
1379.0	None
1380.0	None
1381.0	None
1382.0	None
1383.0	None
1384.0	None
1385.0	None
1386.0	None
1387.0	None
1388.0	None
1389.0	None
1390.0	None
1391.0	None
1392.0	None
1393.0	None
1394.0	None
1395.0	None
1396.0	None
1397.0	None
1398.0	None
1399.0	None
1400.0	None
1401.0	None
1402.0	None
1403.0	None
1404.0	None
1405.0	None
1406.0	None
1407.0	None
1408.0	None
1409.0	None
1410.0	None
1411.0	None
1412.0	None
1413.0	None
1414.0	None
1415.0	None
1416.0	None
1417.0	None
1418.0	None
1419.0	None
1420.0	None
1421.0	None
1422.0	None
1423.0	None
1424.0	None
1425.0	None
1426.0	None
1427.0	None
1428.0	None
1429.0	None
1430.0	None
1431.0	None
1432.0	None
1433.0	None
1434.0	None
1435.0	None
1436.0	None
1437.0	None
1438.0	None
1439.0	None
1440.0	None
1441.0	None
1442.0	None
1443.0	None
1444.0	None
1445.0	None
1446.0	None
1447.0	None
1448.0	None
1449.0	None
1450.0	None
1451.0	None
1452.0	None
1453.0	None
1454.0	None
1455.0	None
1456.0	None
1457.0	None
1458.0	None
1459.0	None
1460.0	None
1461.0	None
1462.0	None
1463.0	None
1464.0	None
1465.0	None
1466.0	None
1467.0	None
1468.0	None
1469.0	None
1470.0	None
1471.0	None
1472.0	None
1473.0	None
1474.0	None
1475.0	None
1476.0	None
1477.0	None
1478.0	None
1479.0	None
1480.0	None
1481.0	None
1482.0	None
1483.0	None
1484.0	None
1485.0	None
1486.0	None
1487.0	None
1488.0	None
1489.0	None
1490.0	None
1491.0	None
1492.0	None
1493.0	None
1494.0	None
1495.0	None
1496.0	None
1497.0	None
1498.0	None
1499.0	None
1500.0	None
1501.0	None
1502.0	None
1503.0	None
1504.0	None
1505.0	None
1506.0	None
1507.0	None
1508.0	None
1509.0	None
1510.0	None
1511.0	None
1512.0	None
1513.0	None
1514.0	None
1515.0	None
1516.0	None
1517.0	None
1518.0	None
1519.0	None
1520.0	None
1521.0	None
1522.0	None
1523.0	None
1524.0	None
1525.0	None
1526.0	None
1527.0	None
1528.0	None
1529.0	None
1530.0	None
1531.0	None
1532.0	None
1533.0	None
1534.0	None
1535.0	None
1536.0	None
1537.0	None
1538.0	None
1539.0	None
1540.0	None
1541.0	None
1542.0	None
1543.0	None
1544.0	None
1545.0	None
1546.0	None
1547.0	None
1548.0	None
1549.0	None
1550.0	None
1551.0	None
1552.0	None
1553.0	None
1554.0	None
1555.0	None
1556.0	None
1557.0	None
1558.0	None
1559.0	None
1560.0	None
1561.0	None
1562.0	None
1563.0	None
1564.0	None
1565.0	None
1566.0	None
1567.0	None
1568.0	None
1569.0	None
1570.0	None
1571.0	None
1572.0	None
1573.0	None
1574.0	None
1575.0	None
1576.0	None
1577.0	None
1578.0	None
1579.0	None
1580.0	None
1581.0	None
1582.0	None
1583.0	None
1584.0	None
1585.0	None
1586.0	None
1587.0	None
1588.0	None
1589.0	None
1590.0	None
1591.0	None
1592.0	None
1593.0	None
1594.0	None
1595.0	None
1596.0	None
1597.0	None
1598.0	None
1599.0	None
1600.0	None
1601.0	None
1602.0	None
1603.0	None
1604.0	None
1605.0	None
1606.0	None
1607.0	None
1608.0	None
1609.0	None
1610.0	None
1611.0	None
1612.0	None
1613.0	None
1614.0	None
1615.0	None
1616.0	None
1617.0	None
1618.0	None
1619.0	None
1620.0	None
1621.0	None
1622.0	None
1623.0	None
1624.0	None
1625.0	None
1626.0	None
1627.0	None
1628.0	None
1629.0	None
1630.0	None
1631.0	None
1632.0	None
1633.0	None
1634.0	None
1635.0	None
1636.0	None
1637.0	None
1638.0	None
1639.0	None
1640.0	None
1641.0	None
1642.0	None
1643.0	None
1644.0	None
1645.0	None
1646.0	None
1647.0	None
1648.0	None
1649.0	None
1650.0	None
1651.0	None
1652.0	None
1653.0	None
1654.0	None
1655.0	None
1656.0	None
1657.0	None
1658.0	None
1659.0	None
1660.0	None
1661.0	None
1662.0	None
1663.0	None
1664.0	None
1665.0	None
1666.0	None
1667.0	None
1668.0	None
1669.0	None
1670.0	None
1671.0	None
1672.0	None
1673.0	None
1674.0	None
1675.0	None
1676.0	None
1677.0	None
1678.0	None
1679.0	None
1680.0	None
1681.0	None
1682.0	None
1683.0	None
1684.0	None
1685.0	None
1686.0	None
1687.0	None
1688.0	None
1689.0	None
1690.0	None
1691.0	None
1692.0	None
1693.0	None
1694.0	None
1695.0	None
1696.0	None
1697.0	None
1698.0	None
1699.0	None
1700.0	None
1701.0	None
1702.0	None
1703.0	None
1704.0	None
1705.0	None
1706.0	None
1707.0	None
1708.0	None
1709.0	None
1710.0	None
1711.0	None
1712.0	None
1713.0	None
1714.0	None
1715.0	None
1716.0	None
1717.0	None
1718.0	None
1719.0	None
1720.0	None
1721.0	None
1722.0	None
1723.0	None
1724.0	None
1725.0	None
1726.0	None
1727.0	None
1728.0	None
1729.0	None
1730.0	None
1731.0	None
1732.0	None
1733.0	None
1734.0	None
1735.0	None
1736.0	None
1737.0	None
1738.0	None
1739.0	None
1740.0	None
1741.0	None
1742.0	None
1743.0	None
1744.0	None
1745.0	None
1746.0	None
1747.0	None
1748.0	None
1749.0	None
1750.0	None
1751.0	None
1752.0	None
1753.0	None
1754.0	None
1755.0	None
1756.0	None
1757.0	None
1758.0	None
1759.0	None
1760.0	None
1761.0	None
1762.0	None
1763.0	None
1764.0	None
1765.0	None
1766.0	None
1767.0	None
1768.0	None
1769.0	None
1770.0	None
1771.0	None
1772.0	None
1773.0	None
1774.0	None
1775.0	None
1776.0	None
1777.0	None
1778.0	None
1779.0	None
1780.0	None
1781.0	None
1782.0	None
1783.0	None
1784.0	None
1785.0	None
1786.0	None
1787.0	None
1788.0	None
1789.0	None
1790.0	None
1791.0	None
1792.0	None
1793.0	None
1794.0	None
1795.0	None
1796.0	None
1797.0	None
1798.0	None
1799.0	None
1800.0	None
1801.0	None
1802.0	None
1803.0	None
1804.0	None
1805.0	None
1806.0	None
1807.0	None
1808.0	None
1809.0	None
1810.0	None
1811.0	None
1812.0	None
1813.0	None
1814.0	None
1815.0	None
1816.0	None
1817.0	None
1818.0	None
1819.0	None
1820.0	None
1821.0	None
1822.0	None
1823.0	None
1824.0	None
1825.0	None
1826.0	None
1827.0	None
1828.0	None
1829.0	None
1830.0	None
1831.0	None
1832.0	None
1833.0	None
1834.0	None
1835.0	None
1836.0	None
1837.0	None
1838.0	None
1839.0	None
1840.0	None
1841.0	None
1842.0	None
1843.0	None
1844.0	None
1845.0	None
1846.0	None
1847.0	None
1848.0	None
1849.0	None
1850.0	None
1851.0	None
1852.0	None
1853.0	None
1854.0	None
1855.0	None
1856.0	None
1857.0	None
1858.0	None
1859.0	None
1860.0	None
1861.0	None
1862.0	None
1863.0	None
1864.0	None
1865.0	None
1866.0	None
1867.0	None
1868.0	None
1869.0	None
1870.0	None
1871.0	None
1872.0	None
1873.0	None
1874.0	None
1875.0	None
1876.0	None
1877.0	None
1878.0	None
1879.0	None
1880.0	None
1881.0	None
1882.0	None
1883.0	None
1884.0	None
1885.0	None
1886.0	None
1887.0	None
1888.0	None
1889.0	None
1890.0	None
1891.0	None
1892.0	None
1893.0	None
1894.0	None
1895.0	None
1896.0	None
1897.0	None
1898.0	None
1899.0	None
1900.0	None
1901.0	None
1902.0	None
1903.0	None
1904.0	None
1905.0	None
1906.0	None
1907.0	None
1908.0	None
1909.0	None
1910.0	None
1911.0	None
1912.0	None
1913.0	None
1914.0	None
1915.0	None
1916.0	None
1917.0	None
1918.0	None
1919.0	None
1920.0	None
1921.0	None
1922.0	None
1923.0	None
1924.0	None
1925.0	None
1926.0	None
1927.0	None
1928.0	None
1929.0	None
1930.0	None
1931.0	None
1932.0	None
1933.0	None
1934.0	None
1935.0	None
1936.0	None
1937.0	None
1938.0	None
1939.0	None
1940.0	None
1941.0	None
1942.0	None
1943.0	None
1944.0	None
1945.0	None
1946.0	None
1947.0	None
1948.0	None
1949.0	None
1950.0	None
1951.0	None
1952.0	None
1953.0	None
1954.0	None
1955.0	None
1956.0	None
1957.0	None
1958.0	None
1959.0	None
1960.0	None
1961.0	None
1962.0	None
1963.0	None
1964.0	None
1965.0	None
1966.0	None
1967.0	None
1968.0	None
1969.0	None
1970.0	None
1971.0	None
1972.0	None
1973.0	None
1974.0	None
1975.0	None
1976.0	None
1977.0	None
1978.0	None
1979.0	None
1980.0	None
1981.0	None
1982.0	None
1983.0	None
1984.0	None
1985.0	None
1986.0	None
1987.0	None
1988.0	None
1989.0	None
1990.0	None
1991.0	None
1992.0	None
1993.0	None
1994.0	None
1995.0	None
1996.0	None
1997.0	None
1998.0	None
1999.0	None
2000.0	None
2001.0	None
2002.0	None
2003.0	None
2004.0	None
2005.0	None
2006.0	None
2007.0	None
2008.0	None
2009.0	None
2010.0	None
2011.0	None
2012.0	None
2013.0	None
2014.0	None
2015.0	None
2016.0	None
2017.0	None
2018.0	None
2019.0	None
2020.0	None
2021.0	None
2022.0	None
2023.0	None
2024.0	None
2025.0	None
2026.0	None
2027.0	None
2028.0	None
2029.0	None
2030.0	None
2031.0	None
2032.0	None
2033.0	None
2034.0	None
2035.0	None
2036.0	None
2037.0	None
2038.0	None
2039.0	None
2040.0	None
2041.0	None
2042.0	None
2043.0	None
2044.0	None
2045.0	None
2046.0	None
2047.0	None
2048.0	None
2049.0	None
2050.0	None
2051.0	None
2052.0	None
2053.0	None
2054.0	None
2055.0	None
2056.0	None
2057.0	None
2058.0	None
2059.0	None
2060.0	None
2061.0	None
2062.0	None
2063.0	None
2064.0	None
2065.0	None
2066.0	None
2067.0	None
2068.0	None
2069.0	None
2070.0	None
2071.0	None
2072.0	None
2073.0	None
2074.0	None
2075.0	None
2076.0	None
2077.0	None
2078.0	None
2079.0	None
2080.0	None
2081.0	None
2082.0	None
2083.0	None
2084.0	None
2085.0	None
2086.0	None
2087.0	None
2088.0	None
2089.0	None
2090.0	None
2091.0	None
2092.0	None
2093.0	None
2094.0	None
2095.0	None
2096.0	None
2097.0	None
2098.0	None
2099.0	None
2100.0	None
2101.0	None
2102.0	None
2103.0	None
2104.0	None
2105.0	None
2106.0	None
2107.0	None
2108.0	None
2109.0	None
2110.0	None
2111.0	None
2112.0	None
2113.0	None
2114.0	None
2115.0	None
2116.0	None
2117.0	None
2118.0	None
2119.0	None
2120.0	None
2121.0	None
2122.0	None
2123.0	None
2124.0	None
2125.0	None
2126.0	None
2127.0	None
2128.0	None
2129.0	None
2130.0	None
2131.0	None
2132.0	None
2133.0	None
2134.0	None
2135.0	None
2136.0	None
2137.0	None
2138.0	None
